terminal_case,epsilon_um,start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_class,successor_mm,remaining_passes_after,step_status,failure_detail
T10,10,4.38,MYOPIC,2,2,4.02,0.36,60.2895647032252,DESTROYING,3.66,1,CONTINUE,
T10,10,4.38,MYOPIC,3,1,3.66,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.381,MYOPIC,1,3,4.381,0.36,45.4656270458943,DESTROYING,4.021,2,CONTINUE,
T10,10,4.381,MYOPIC,2,2,4.021,0.36,60.24017401914151,DESTROYING,3.661,1,CONTINUE,
T10,10,4.381,MYOPIC,3,1,3.661,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.382,MYOPIC,1,3,4.382,0.36,45.43172277656366,DESTROYING,4.022,2,CONTINUE,
T10,10,4.382,MYOPIC,2,2,4.022,0.36,60.19083726973547,DESTROYING,3.662,1,CONTINUE,
T10,10,4.382,MYOPIC,3,1,3.662,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.383,MYOPIC,1,3,4.383,0.36,45.397852209288274,DESTROYING,4.023,2,CONTINUE,
T10,10,4.383,MYOPIC,2,2,4.023,0.36,60.14155438140617,DESTROYING,3.663,1,CONTINUE,
T10,10,4.383,MYOPIC,3,1,3.663,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.384,MYOPIC,1,3,4.384,0.36,45.36401530220222,DESTROYING,4.024,2,CONTINUE,
T10,10,4.384,MYOPIC,2,2,4.024,0.36,60.09232528067336,DESTROYING,3.664,1,CONTINUE,
T10,10,4.384,MYOPIC,3,1,3.664,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.385,MYOPIC,1,3,4.385,0.36,45.33021201350202,DESTROYING,4.025,2,CONTINUE,
T10,10,4.385,MYOPIC,2,2,4.025,0.36,60.04314989417697,DESTROYING,3.665,1,CONTINUE,
T10,10,4.385,MYOPIC,3,1,3.665,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.386,MYOPIC,1,3,4.386,0.36,45.29644230144643,DESTROYING,4.026,2,CONTINUE,
T10,10,4.386,MYOPIC,2,2,4.026,0.36,59.994028148676975,DESTROYING,3.666,1,CONTINUE,
T10,10,4.386,MYOPIC,3,1,3.666,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.387,MYOPIC,1,3,4.387,0.36,45.262706124356384,DESTROYING,4.027,2,CONTINUE,
T10,10,4.387,MYOPIC,2,2,4.027,0.36,59.9449599710532,DESTROYING,3.667,1,CONTINUE,
T10,10,4.387,MYOPIC,3,1,3.667,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.388,MYOPIC,1,3,4.388,0.36,45.22900344061496,DESTROYING,4.028,2,CONTINUE,
T10,10,4.388,MYOPIC,2,2,4.028,0.36,59.895945288304915,DESTROYING,3.668,1,CONTINUE,
T10,10,4.388,MYOPIC,3,1,3.668,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.389,MYOPIC,1,3,4.389,0.36,45.19533420866706,DESTROYING,4.029,2,CONTINUE,
T10,10,4.389,MYOPIC,2,2,4.029,0.36,59.84698402755085,DESTROYING,3.669,1,CONTINUE,
T10,10,4.389,MYOPIC,3,1,3.669,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.39,MYOPIC,1,3,4.39,0.36,45.16169838701954,DESTROYING,4.03,2,CONTINUE,
T10,10,4.39,MYOPIC,2,2,4.03,0.36,59.79807611602888,DESTROYING,3.67,1,CONTINUE,
T10,10,4.39,MYOPIC,3,1,3.67,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.391,MYOPIC,1,3,4.391,0.36,45.12809593424104,DESTROYING,4.031,2,CONTINUE,
T10,10,4.391,MYOPIC,2,2,4.031,0.36,59.74922148109571,DESTROYING,3.671,1,CONTINUE,
T10,10,4.391,MYOPIC,3,1,3.671,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.392,MYOPIC,1,3,4.392,0.36,45.09452680896169,DESTROYING,4.032,2,CONTINUE,
T10,10,4.392,MYOPIC,2,2,4.032,0.36,59.700420050226654,DESTROYING,3.672,1,CONTINUE,
T10,10,4.392,MYOPIC,3,1,3.672,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.393,MYOPIC,1,3,4.393,0.36,45.06099096987327,DESTROYING,4.033,2,CONTINUE,
T10,10,4.393,MYOPIC,2,2,4.033,0.36,59.65167175101557,DESTROYING,3.673,1,CONTINUE,
T10,10,4.393,MYOPIC,3,1,3.673,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.394,MYOPIC,1,3,4.394,0.36,45.02748837572899,DESTROYING,4.034,2,CONTINUE,
T10,10,4.394,MYOPIC,2,2,4.034,0.36,59.60297651117456,DESTROYING,3.674,1,CONTINUE,
T10,10,4.394,MYOPIC,3,1,3.674,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.395,MYOPIC,1,3,4.395,0.36,44.99401898534328,DESTROYING,4.035,2,CONTINUE,
T10,10,4.395,MYOPIC,2,2,4.035,0.36,59.55433425853356,DESTROYING,3.675,1,CONTINUE,
T10,10,4.395,MYOPIC,3,1,3.675,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.396,MYOPIC,1,3,4.396,0.36,44.96058275759192,DESTROYING,4.036,2,CONTINUE,
T10,10,4.396,MYOPIC,2,2,4.036,0.36,59.50574492104035,DESTROYING,3.676,1,CONTINUE,
T10,10,4.396,MYOPIC,3,1,3.676,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.397,MYOPIC,1,3,4.397,0.36,44.927179651411635,DESTROYING,4.037,2,CONTINUE,
T10,10,4.397,MYOPIC,2,2,4.037,0.36,59.45720842676034,DESTROYING,3.677,1,CONTINUE,
T10,10,4.397,MYOPIC,3,1,3.677,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.398,MYOPIC,1,3,4.398,0.36,44.89380962580027,DESTROYING,4.038,2,CONTINUE,
T10,10,4.398,MYOPIC,2,2,4.038,0.36,59.408724703876146,DESTROYING,3.678,1,CONTINUE,
T10,10,4.398,MYOPIC,3,1,3.678,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.399,MYOPIC,1,3,4.399,0.36,44.860472639816585,DESTROYING,4.039,2,CONTINUE,
T10,10,4.399,MYOPIC,2,2,4.039,0.36,59.360293680687484,DESTROYING,3.679,1,CONTINUE,
T10,10,4.399,MYOPIC,3,1,3.679,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.4,MYOPIC,1,3,4.4,0.36,44.827168652579985,DESTROYING,4.04,2,CONTINUE,
T10,10,4.4,MYOPIC,2,2,4.04,0.36,59.31191528561094,DESTROYING,3.68,1,CONTINUE,
T10,10,4.4,MYOPIC,3,1,3.68,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.401,MYOPIC,1,3,4.401,0.36,44.79389762327068,DESTROYING,4.041,2,CONTINUE,
T10,10,4.401,MYOPIC,2,2,4.041,0.36,59.263589447179825,DESTROYING,3.681,1,CONTINUE,
T10,10,4.401,MYOPIC,3,1,3.681,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.402,MYOPIC,1,3,4.402,0.36,44.76065951112946,DESTROYING,4.042,2,CONTINUE,
T10,10,4.402,MYOPIC,2,2,4.042,0.36,59.215316094043835,DESTROYING,3.682,1,CONTINUE,
T10,10,4.402,MYOPIC,3,1,3.682,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.403,MYOPIC,1,3,4.403,0.36,44.72745427545751,DESTROYING,4.043,2,CONTINUE,
T10,10,4.403,MYOPIC,2,2,4.043,0.36,59.167095154968806,DESTROYING,3.683,1,CONTINUE,
T10,10,4.403,MYOPIC,3,1,3.683,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.404,MYOPIC,1,3,4.404,0.36,44.69428187561646,DESTROYING,4.044,2,CONTINUE,
T10,10,4.404,MYOPIC,2,2,4.044,0.36,59.118926558836634,DESTROYING,3.684,1,CONTINUE,
T10,10,4.404,MYOPIC,3,1,3.684,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.405,MYOPIC,1,3,4.405,0.36,44.66114227102813,DESTROYING,4.045,2,CONTINUE,
T10,10,4.405,MYOPIC,2,2,4.045,0.36,59.07081023464499,DESTROYING,3.685,1,CONTINUE,
T10,10,4.405,MYOPIC,3,1,3.685,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.406,MYOPIC,1,3,4.406,0.36,44.62803542117457,DESTROYING,4.046,2,CONTINUE,
T10,10,4.406,MYOPIC,2,2,4.046,0.36,59.02274611150704,DESTROYING,3.686,1,CONTINUE,
T10,10,4.406,MYOPIC,3,1,3.686,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.407,MYOPIC,1,3,4.407,0.36,44.59496128559787,DESTROYING,4.047,2,CONTINUE,
T10,10,4.407,MYOPIC,2,2,4.047,0.36,58.97473411865128,DESTROYING,3.687,1,CONTINUE,
T10,10,4.407,MYOPIC,3,1,3.687,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.408,MYOPIC,1,3,4.408,0.36,44.56191982390002,DESTROYING,4.048,2,CONTINUE,
T10,10,4.408,MYOPIC,2,2,4.048,0.36,58.92677418542132,DESTROYING,3.688,1,CONTINUE,
T10,10,4.408,MYOPIC,3,1,3.688,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.409,MYOPIC,1,3,4.409,0.36,44.52891099574296,DESTROYING,4.049,2,CONTINUE,
T10,10,4.409,MYOPIC,2,2,4.049,0.36,58.87886624127572,DESTROYING,3.689,1,CONTINUE,
T10,10,4.409,MYOPIC,3,1,3.689,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.41,MYOPIC,1,3,4.41,0.36,44.49593476084829,DESTROYING,4.05,2,CONTINUE,
T10,10,4.41,MYOPIC,2,2,4.05,0.36,58.83101021578763,DESTROYING,3.69,1,CONTINUE,
T10,10,4.41,MYOPIC,3,1,3.69,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.411,MYOPIC,1,3,4.411,0.36,44.46299107899725,DESTROYING,4.051,2,CONTINUE,
T10,10,4.411,MYOPIC,2,2,4.051,0.36,58.78320603864467,DESTROYING,3.691,1,CONTINUE,
T10,10,4.411,MYOPIC,3,1,3.691,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.412,MYOPIC,1,3,4.412,0.36,44.43007991003068,DESTROYING,4.052,2,CONTINUE,
T10,10,4.412,MYOPIC,2,2,4.052,0.36,58.7354536396487,DESTROYING,3.692,1,CONTINUE,
T10,10,4.412,MYOPIC,3,1,3.692,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.413,MYOPIC,1,3,4.413,0.36,44.3972012138488,DESTROYING,4.053,2,CONTINUE,
T10,10,4.413,MYOPIC,2,2,4.053,0.36,58.68775294871562,DESTROYING,3.693,1,CONTINUE,
T10,10,4.413,MYOPIC,3,1,3.693,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.414,MYOPIC,1,3,4.414,0.36,44.3643549504112,DESTROYING,4.054,2,CONTINUE,
T10,10,4.414,MYOPIC,2,2,4.054,0.36,58.64010389587514,DESTROYING,3.694,1,CONTINUE,
T10,10,4.414,MYOPIC,3,1,3.694,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.415,MYOPIC,1,3,4.415,0.36,44.33154107973671,DESTROYING,4.055,2,CONTINUE,
T10,10,4.415,MYOPIC,2,2,4.055,0.36,58.592506411270506,DESTROYING,3.695,1,CONTINUE,
T10,10,4.415,MYOPIC,3,1,3.695,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.416,MYOPIC,1,3,4.416,0.36,44.298759561903246,DESTROYING,4.056,2,CONTINUE,
T10,10,4.416,MYOPIC,2,2,4.056,0.36,58.54496042515837,DESTROYING,3.696,1,CONTINUE,
T10,10,4.416,MYOPIC,3,1,3.696,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.417,MYOPIC,1,3,4.417,0.36,44.266010357047755,DESTROYING,4.057,2,CONTINUE,
T10,10,4.417,MYOPIC,2,2,4.057,0.36,58.49746586790855,DESTROYING,3.697,1,CONTINUE,
T10,10,4.417,MYOPIC,3,1,3.697,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.418,MYOPIC,1,3,4.418,0.36,44.23329342536616,DESTROYING,4.058,2,CONTINUE,
T10,10,4.418,MYOPIC,2,2,4.058,0.36,58.45002267000382,DESTROYING,3.698,1,CONTINUE,
T10,10,4.418,MYOPIC,3,1,3.698,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.419,MYOPIC,1,3,4.419,0.36,44.20060872711316,DESTROYING,4.059,2,CONTINUE,
T10,10,4.419,MYOPIC,2,2,4.059,0.36,58.40263076203965,DESTROYING,3.699,1,CONTINUE,
T10,10,4.419,MYOPIC,3,1,3.699,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.42,MYOPIC,1,3,4.42,0.36,44.16795622260222,DESTROYING,4.06,2,CONTINUE,
T10,10,4.42,MYOPIC,2,2,4.06,0.36,58.35529007472402,DESTROYING,3.7,1,CONTINUE,
T10,10,4.42,MYOPIC,3,1,3.7,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.421,MYOPIC,1,3,4.421,0.36,44.13533587220534,DESTROYING,4.061,2,CONTINUE,
T10,10,4.421,MYOPIC,2,2,4.061,0.36,58.30800053887728,DESTROYING,3.701,1,CONTINUE,
T10,10,4.421,MYOPIC,3,1,3.701,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.422,MYOPIC,1,3,4.422,0.36,44.10274763635313,DESTROYING,4.062,2,CONTINUE,
T10,10,4.422,MYOPIC,2,2,4.062,0.36,58.26076208543178,DESTROYING,3.702,1,CONTINUE,
T10,10,4.422,MYOPIC,3,1,3.702,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.423,MYOPIC,1,3,4.423,0.36,44.07019147553461,DESTROYING,4.063,2,CONTINUE,
T10,10,4.423,MYOPIC,2,2,4.063,0.36,58.213574645431834,DESTROYING,3.703,1,CONTINUE,
T10,10,4.423,MYOPIC,3,1,3.703,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.424,MYOPIC,1,3,4.424,0.36,44.03766735029706,DESTROYING,4.064,2,CONTINUE,
T10,10,4.424,MYOPIC,2,2,4.064,0.36,58.166438150033386,DESTROYING,3.704,1,CONTINUE,
T10,10,4.424,MYOPIC,3,1,3.704,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.425,MYOPIC,1,3,4.425,0.36,44.00517522124601,DESTROYING,4.065,2,CONTINUE,
T10,10,4.425,MYOPIC,2,2,4.065,0.36,58.11935253050383,DESTROYING,3.705,1,CONTINUE,
T10,10,4.425,MYOPIC,3,1,3.705,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.426,MYOPIC,1,3,4.426,0.36,43.972715049045185,DESTROYING,4.066,2,CONTINUE,
T10,10,4.426,MYOPIC,2,2,4.066,0.36,58.07231771822184,DESTROYING,3.706,1,CONTINUE,
T10,10,4.426,MYOPIC,3,1,3.706,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.427,MYOPIC,1,3,4.427,0.36,43.940286794416174,DESTROYING,4.067,2,CONTINUE,
T10,10,4.427,MYOPIC,2,2,4.067,0.36,58.02533364467711,DESTROYING,3.707,1,CONTINUE,
T10,10,4.427,MYOPIC,3,1,3.707,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.428,MYOPIC,1,3,4.428,0.36,43.907890418138614,DESTROYING,4.068,2,CONTINUE,
T10,10,4.428,MYOPIC,2,2,4.068,0.36,57.97840024147011,DESTROYING,3.708,1,CONTINUE,
T10,10,4.428,MYOPIC,3,1,3.708,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.429,MYOPIC,1,3,4.429,0.36,43.87552588104985,DESTROYING,4.069,2,CONTINUE,
T10,10,4.429,MYOPIC,2,2,4.069,0.36,57.93151744031205,DESTROYING,3.709,1,CONTINUE,
T10,10,4.429,MYOPIC,3,1,3.709,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.43,MYOPIC,1,3,4.43,0.36,43.843193144045095,DESTROYING,4.07,2,CONTINUE,
T10,10,4.43,MYOPIC,2,2,4.07,0.36,57.884685173024444,DESTROYING,3.71,1,CONTINUE,
T10,10,4.43,MYOPIC,3,1,3.71,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.431,MYOPIC,1,3,4.431,0.36,43.810892168077054,DESTROYING,4.071,2,CONTINUE,
T10,10,4.431,MYOPIC,2,2,4.071,0.36,57.837903371539085,DESTROYING,3.711,1,CONTINUE,
T10,10,4.431,MYOPIC,3,1,3.711,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.432,MYOPIC,1,3,4.432,0.36,43.778622914155996,DESTROYING,4.072,2,CONTINUE,
T10,10,4.432,MYOPIC,2,2,4.072,0.36,57.79117196789761,DESTROYING,3.712,1,CONTINUE,
T10,10,4.432,MYOPIC,3,1,3.712,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.433,MYOPIC,1,3,4.433,0.36,43.7463853433496,DESTROYING,4.073,2,CONTINUE,
T10,10,4.433,MYOPIC,2,2,4.073,0.36,57.74449089425169,DESTROYING,3.713,1,CONTINUE,
T10,10,4.433,MYOPIC,3,1,3.713,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.434,MYOPIC,1,3,4.434,0.36,43.71417941678293,DESTROYING,4.074,2,CONTINUE,
T10,10,4.434,MYOPIC,2,2,4.074,0.36,57.697860082862384,DESTROYING,3.714,1,CONTINUE,
T10,10,4.434,MYOPIC,3,1,3.714,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.435,MYOPIC,1,3,4.435,0.36,43.682005095638175,DESTROYING,4.075,2,CONTINUE,
T10,10,4.435,MYOPIC,2,2,4.075,0.36,57.651279466100135,DESTROYING,3.715,1,CONTINUE,
T10,10,4.435,MYOPIC,3,1,3.715,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.436,MYOPIC,1,3,4.436,0.36,43.64986234115474,DESTROYING,4.076,2,CONTINUE,
T10,10,4.436,MYOPIC,2,2,4.076,0.36,57.604748976444654,DESTROYING,3.716,1,CONTINUE,
T10,10,4.436,MYOPIC,3,1,3.716,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.437,MYOPIC,1,3,4.437,0.36,43.61775111462897,DESTROYING,4.077,2,CONTINUE,
T10,10,4.437,MYOPIC,2,2,4.077,0.36,57.55826854648456,DESTROYING,3.717,1,CONTINUE,
T10,10,4.437,MYOPIC,3,1,3.717,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.438,MYOPIC,1,3,4.438,0.36,43.58567137741422,DESTROYING,4.078,2,CONTINUE,
T10,10,4.438,MYOPIC,2,2,4.078,0.36,57.51183810891722,DESTROYING,3.718,1,CONTINUE,
T10,10,4.438,MYOPIC,3,1,3.718,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.439,MYOPIC,1,3,4.439,0.36,43.553623090920695,DESTROYING,4.079,2,CONTINUE,
T10,10,4.439,MYOPIC,2,2,4.079,0.36,57.46545759654853,DESTROYING,3.719,1,CONTINUE,
T10,10,4.439,MYOPIC,3,1,3.719,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.44,MYOPIC,1,3,4.44,0.36,43.521606216615226,DESTROYING,4.08,2,CONTINUE,
T10,10,4.44,MYOPIC,2,2,4.08,0.36,57.4191269422928,DESTROYING,3.72,1,CONTINUE,
T10,10,4.44,MYOPIC,3,1,3.72,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.441,MYOPIC,1,3,4.441,0.36,43.48962071602136,DESTROYING,4.081,2,CONTINUE,
T10,10,4.441,MYOPIC,2,2,4.081,0.36,57.37284607917246,DESTROYING,3.721,1,CONTINUE,
T10,10,4.441,MYOPIC,3,1,3.721,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.442,MYOPIC,1,3,4.442,0.36,43.45766655071922,DESTROYING,4.082,2,CONTINUE,
T10,10,4.442,MYOPIC,2,2,4.082,0.36,57.326614940317846,DESTROYING,3.722,1,CONTINUE,
T10,10,4.442,MYOPIC,3,1,3.722,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.443,MYOPIC,1,3,4.443,0.36,43.42574368234526,DESTROYING,4.083,2,CONTINUE,
T10,10,4.443,MYOPIC,2,2,4.083,0.36,57.28043345896708,DESTROYING,3.723,1,CONTINUE,
T10,10,4.443,MYOPIC,3,1,3.723,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.444,MYOPIC,1,3,4.444,0.36,43.39385207259243,DESTROYING,4.084,2,CONTINUE,
T10,10,4.444,MYOPIC,2,2,4.084,0.36,57.23430156846579,DESTROYING,3.724,1,CONTINUE,
T10,10,4.444,MYOPIC,3,1,3.724,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.445,MYOPIC,1,3,4.445,0.36,43.36199168320975,DESTROYING,4.085,2,CONTINUE,
T10,10,4.445,MYOPIC,2,2,4.085,0.36,57.188219202266936,DESTROYING,3.725,1,CONTINUE,
T10,10,4.445,MYOPIC,3,1,3.725,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.446,MYOPIC,1,3,4.446,0.36,43.33016247600254,DESTROYING,4.086,2,CONTINUE,
T10,10,4.446,MYOPIC,2,2,4.086,0.36,57.14218629393066,DESTROYING,3.726,1,CONTINUE,
T10,10,4.446,MYOPIC,3,1,3.726,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.447,MYOPIC,1,3,4.447,0.36,43.298364412832186,DESTROYING,4.087,2,CONTINUE,
T10,10,4.447,MYOPIC,2,2,4.087,0.36,57.09620277712396,DESTROYING,3.727,1,CONTINUE,
T10,10,4.447,MYOPIC,3,1,3.727,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.448,MYOPIC,1,3,4.448,0.36,43.2665974556159,DESTROYING,4.088,2,CONTINUE,
T10,10,4.448,MYOPIC,2,2,4.088,0.36,57.05026858562059,DESTROYING,3.728,1,CONTINUE,
T10,10,4.448,MYOPIC,3,1,3.728,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.449,MYOPIC,1,3,4.449,0.36,43.234861566326884,DESTROYING,4.089,2,CONTINUE,
T10,10,4.449,MYOPIC,2,2,4.089,0.36,57.0043836533009,DESTROYING,3.729,1,CONTINUE,
T10,10,4.449,MYOPIC,3,1,3.729,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.45,MYOPIC,1,3,4.45,0.36,43.20315670699411,DESTROYING,4.09,2,CONTINUE,
T10,10,4.45,MYOPIC,2,2,4.09,0.36,56.95854791415147,DESTROYING,3.73,1,CONTINUE,
T10,10,4.45,MYOPIC,3,1,3.73,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.451,MYOPIC,1,3,4.451,0.36,43.1714828397021,DESTROYING,4.091,2,CONTINUE,
T10,10,4.451,MYOPIC,2,2,4.091,0.36,56.912761302265054,DESTROYING,3.731,1,CONTINUE,
T10,10,4.451,MYOPIC,3,1,3.731,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.452,MYOPIC,1,3,4.452,0.36,43.139839926591144,DESTROYING,4.092,2,CONTINUE,
T10,10,4.452,MYOPIC,2,2,4.092,0.36,56.86702375184036,DESTROYING,3.732,1,CONTINUE,
T10,10,4.452,MYOPIC,3,1,3.732,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.453,MYOPIC,1,3,4.453,0.36,43.10822792985685,DESTROYING,4.093,2,CONTINUE,
T10,10,4.453,MYOPIC,2,2,4.093,0.36,56.82133519718181,DESTROYING,3.733,1,CONTINUE,
T10,10,4.453,MYOPIC,3,1,3.733,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.454,MYOPIC,1,3,4.454,0.36,43.0766468117503,DESTROYING,4.094,2,CONTINUE,
T10,10,4.454,MYOPIC,2,2,4.094,0.36,56.775695572699355,DESTROYING,3.734,1,CONTINUE,
T10,10,4.454,MYOPIC,3,1,3.734,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.455,MYOPIC,1,3,4.455,0.36,43.045096534577894,DESTROYING,4.095,2,CONTINUE,
T10,10,4.455,MYOPIC,2,2,4.095,0.36,56.73010481290829,DESTROYING,3.735,1,CONTINUE,
T10,10,4.455,MYOPIC,3,1,3.735,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.456,MYOPIC,1,3,4.456,0.36,43.01357706070116,DESTROYING,4.096,2,CONTINUE,
T10,10,4.456,MYOPIC,2,2,4.096,0.36,56.68456285242903,DESTROYING,3.736,1,CONTINUE,
T10,10,4.456,MYOPIC,3,1,3.736,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.457,MYOPIC,1,3,4.457,0.36,42.98208835253676,DESTROYING,4.097,2,CONTINUE,
T10,10,4.457,MYOPIC,2,2,4.097,0.36,56.639069625987005,DESTROYING,3.737,1,CONTINUE,
T10,10,4.457,MYOPIC,3,1,3.737,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.458,MYOPIC,1,3,4.458,0.36,42.950630372556446,DESTROYING,4.098,2,CONTINUE,
T10,10,4.458,MYOPIC,2,2,4.098,0.36,56.59362506841227,DESTROYING,3.738,1,CONTINUE,
T10,10,4.458,MYOPIC,3,1,3.738,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.459,MYOPIC,1,3,4.459,0.36,42.919203083286774,DESTROYING,4.099,2,CONTINUE,
T10,10,4.459,MYOPIC,2,2,4.099,0.36,56.54822911463953,DESTROYING,3.739,1,CONTINUE,
T10,10,4.459,MYOPIC,3,1,3.739,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.46,MYOPIC,1,3,4.46,0.36,42.887806447309195,DESTROYING,4.1,2,CONTINUE,
T10,10,4.46,MYOPIC,2,2,4.1,0.36,56.502881699707814,DESTROYING,3.74,1,CONTINUE,
T10,10,4.46,MYOPIC,3,1,3.74,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.461,MYOPIC,1,3,4.461,0.36,42.85644042725985,DESTROYING,4.101,2,CONTINUE,
T10,10,4.461,MYOPIC,2,2,4.101,0.36,56.457582758760324,DESTROYING,3.741,1,CONTINUE,
T10,10,4.461,MYOPIC,3,1,3.741,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.462,MYOPIC,1,3,4.462,0.36,42.825104985829554,DESTROYING,4.102,2,CONTINUE,
T10,10,4.462,MYOPIC,2,2,4.102,0.36,56.41233222704422,DESTROYING,3.742,1,CONTINUE,
T10,10,4.462,MYOPIC,3,1,3.742,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
